"id","denomination_id","name","family_census","family_arda","family_relec","short_name","year"
696,,"Ukrainian Orthodox Church of America","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Ukrainian Orthodox Church of America",1936
697,,"Unaffiliated Mennonite Congregations","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Unaffiliated Mennonite Congregations",1936
698,,"Union American Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","Union American Methodist Episcopal Church",1936
699,,"Unitarians","Unitarians","Liberal","Other Groups","Unitarians",1936
700,,"United American Free Will Baptist Church (Colored)","Baptist","Baptist","Baptist","United American Free Will Baptist Church (Colored)",1936
701,,"United Baptists","Baptist","Baptist","Baptist","United Baptists",1936
702,,"United Christian Church","United Brethren","Methodist/Pietist","United Brethren","United Christian Church",1936
703,,"United Danish Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran","United Danish Evangelical Lutheran Church in America",1936
704,,"United Holy Church of America, Inc.","United Holy Church of America, Inc.","Pentecostal","Pentecostal","United Holy Church of America, Inc.",1936
705,,"United Lutheran Church in America","Lutheran","Lutheran","Lutheran","United Lutheran Church in America",1936
706,,"United Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian","United Presbyterian Church of North America",1936
707,,"United Society of Believers (Shakers)","United Society of Believers (Shakers)","Communal","Communitarian Societies","United Society of Believers (Shakers)",1936
708,,"United Zion's Children","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","United Zion's Children",1936
709,,"Universal Emancipation Church","Universal Emancipation Church",,"Other Groups","Universal Emancipation Church",1936
710,,"Universalist Church","Universalist Church","Holiness","Other Groups","Universalist Church",1936
711,,"Vedanta Society","Vedanta Society","Other Groups","Other Groups","Vedanta Society",1936
712,,"Wesleyan Methodist Connection (or Church) of America","Methodist","Methodist/Pietist","Methodist","Wesleyan Methodist Connection (or Church) of America",1936
837,,"Advent Christian Church","Adventist","Adventist","Adventist","Advent Christian Church",1916
838,,"African American Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","African American Methodist Episcopal Church",1916
839,,"African Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","African Methodist Episcopal Church",1916
840,,"African Methodist Episcopal Zion Church","Methodist","Methodist/Pietist","Methodist","African Methodist Episcopal Zion Church",1916
841,,"African Union Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist","African Union Methodist Protestant Church",1916
842,,"Albanian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Albanian Orthodox Church",1916
843,,"American Catholic Church","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic","American Catholic Church",1916
844,,"American Rescue Workers","American Rescue Workers","Holiness","Holiness","American Rescue Workers",1916
845,,"Apostolic Christian Church","Evangelistic associations","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists","Apostolic Christian Church",1916
846,,"Apostolic Faith Movement","Evangelistic associations","Pentecostal","Pentecostal","Apostolic Faith Movement",1916
847,,"Apostolic Lutheran Church (Finnish)","Lutheran","Lutheran","Lutheran","Apostolic Lutheran Church (Finnish)",1916
848,,"Armenian Church ","Armenian Church","Eastern Liturgical (Orthodox)","Orthodox","Armenian Church ",1916
849,,"Assemblies of God, General Council","Assemblies of God, General Council","Pentecostal","Pentecostal","Assemblies of God, General Council",1916
850,,"Associate Reformed Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian","Associate Reformed Presbyterian Church",1916
851,,"Baha'is","Bahais","Other Groups","Other Groups","Baha'is",1916
852,,"Brethren in Christ","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","Brethren in Christ",1916
853,,"Brethren, Plymouth I","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren","Brethren, Plymouth I",1916
854,,"Brethren, Plymouth II","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren","Brethren, Plymouth II",1916
855,,"Brethren, Plymouth III","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren","Brethren, Plymouth III",1916
856,,"Brethren, Plymouth IV","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren","Brethren, Plymouth IV",1916
857,,"Brethren, Plymouth V","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren","Brethren, Plymouth V",1916
858,,"Brethren, Plymouth VI","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren","Brethren, Plymouth VI",1916
859,,"Bulgarian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Bulgarian Orthodox Church",1916
860,,"Catholic Apostolic Church","Catholic Apostolic Church","Other Groups","Catholic ","Catholic Apostolic Church",1916
861,,"Catholic Church of North America","Old Catholic Churches in America","Western Liturgical (Catholicism)","Catholic ","Catholic Church of North America",1916
862,,"Christadelphians","Christadelphians","Other Groups","Restorationist","Christadelphians",1916
863,,"Christian and Missionary Alliance","Christian and Missionary Alliance","Holiness","Holiness","Christian and Missionary Alliance",1916
864,,"Christian Church (American Christian Convention)","Christian Church (American Christian Convention)","Restoration","Restorationist","Christian Church (American Christian Convention)",1916
865,,"Christian Reformed Church","Reformed ","Reformed/Presbyterian","Reformed","Christian Reformed Church",1916
866,,"Christian Union","Christian Union","Other Groups","Restorationist","Christian Union",1916
867,,"Churches of Christ","Churches of Christ","Restoration","Restorationist","Churches of Christ",1916
868,,"Churches of God, General Assembly","Churches of God, General Assembly","Other Groups","Holiness","Churches of God, General Assembly",1916
869,,"Churches of God in Christ Jesus","Adventist","Adventist","Adventist","Churches of God in Christ Jesus",1916
870,,"Churches of God in North America, General Eldership of the","Churches of God in North America, General Eldership of the","Reformed/Presbyterian","Restorationist","Churches of God in North America, General Eldership of the",1916
871,,"Churches of Christ","Church of Christ","Restoration","Restorationist","Churches of Christ",1916
872,,"Church of God and Saints of Christ","Church of God and Saints of Christ","Other Groups","Other Groups","Church of God and Saints of Christ",1916
873,,"Church of Jesus Christ of Latter Day Saints","Latter Day Saints","Latter-day Saints (Mormonism)","Latter Day Saints","Church of Jesus Christ of Latter Day Saints",1916
874,,"Church of the Living God, General Assembly","Churches of the Living God","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists","Church of the Living God, General Assembly",1916
875,,"Church of the Brethren (Conservative Dunkers)","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists","Church of the Brethren (Conservative Dunkers)",1916
876,,"Brethren in Christ","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","Brethren in Christ",1916
877,,"Church of the Living God","Churches of the Living God","Pentecostal","Pentecostal","Church of the Living God",1916
878,,"Church of the Living God, Christian Workers for Fellowship","Churches of the Living God","Holiness","Pentecostal","Church of the Living God, Christian Workers for Fellowship",1916
879,,"Church of the United Brethren in Christ","United Brethren","Methodist/Pietist","United Brethren","Church of the United Brethren in Christ",1916
880,,"Church of the Universal Messianic Message","Church of the Universal Messianic Message","?","Other Groups","Church of the Universal Messianic Message",1916
881,,"Colored Cumberland Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian","Colored Cumberland Presbyterian Church",1916
882,,"Colored Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","Colored Methodist Episcopal Church",1916
883,,"Colored Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist","Colored Methodist Protestant Church",1916
884,,"Colored Primitive Baptists","Baptist","Baptist","Baptist","Colored Primitive Baptists",1916
885,,"Congregational Churches","Congregational Churches","Congregationalists (UCC)","Congregational","Congregational Churches",1916
886,,"Cumberland Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian","Cumberland Presbyterian Church",1916
887,,"Danish Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran","Danish Evangelical Lutheran Church in America",1916
888,,"Disciples of Christ","Disciples of Christ","Restoration","Restorationist","Disciples of Christ",1916
889,,"Evangelical Association","Evangelical Association","?","Methodist","Evangelical Association",1916
890,,"Evangelical Lutheran Jehovah Conference","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Jehovah Conference",1916
891,,"Evangelical Lutheran Joint Synod of Ohio and Other States","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Joint Synod of Ohio and Other States",1916
892,,"Evangelical Lutheran Synodical Conference of America","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Synodical Conference of America",1916
893,,"Evangelical Lutheran Synod of Iowa and Other States","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Synod of Iowa and Other States",1916
894,,"Evangelical Protestant Church of North America","Evangelical Protestant Church of North America","?","Other Groups","Evangelical Protestant Church of North America",1916
895,,"Finnish Evangelical Lutheran Church of America, or Suomi Synod","Lutheran","Lutheran","Lutheran","Finnish Evangelical Lutheran Church of America, or Suomi Synod",1916
896,,"Finnish Evangelical Lutheran National Church","Lutheran","Lutheran","Lutheran","Finnish Evangelical Lutheran National Church",1916
897,,"Free Baptists","Baptist","Baptist","Baptist","Free Baptists",1916
898,,"Free Methodist Church of North America","Methodist","Methodist","Methodist","Free Methodist Church of North America",1916
899,,"Free Will Baptists","Baptist","Baptist","Baptist","Free Will Baptists",1916
900,,"General Baptists","Baptist","Baptist","Baptist","General Baptists",1916
901,,"General Conference of Mennonites of North America","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","General Conference of Mennonites of North America",1916
902,,"General Convention of the New Jerusalem in the United States of America","Churches of the New Jerusalem","Spiritualist","Swedenborgian","General Convention of the New Jerusalem in the United States of America",1916
903,,"General Council of the Evangelical Lutheran Church in North America","Lutheran","Lutheran","Lutheran","General Council of the Evangelical Lutheran Church in North America",1916
904,,"General Synod of the Evangelical Lutheran Church in the United States of America","Lutheran","Lutheran","Lutheran","General Synod of the Evangelical Lutheran Church in the United States of America",1916
905,,"German Evangelical Synod of North America","German Evangelical Synod of North America","?","Other Groups","German Evangelical Synod of North America",1916
906,,"Greek Orthodox Church (Hellenic)","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Greek Orthodox Church (Hellenic)",1916
907,,"Hauge's Norwegian Evangelical Lutheran Synod","Lutheran (Norwegian Lutheran Church of America)","Lutheran","Lutheran","Hauge's Norwegian Evangelical Lutheran Synod",1916
908,,"Hungarian Reformed Church in America","Reformed ","Reformed/Presbyterian","Reformed","Hungarian Reformed Church in America",1916
909,,"Immanuel Synod of the Evangelical Lutheran Church in North America","Lutheran","Lutheran","Lutheran","Immanuel Synod of the Evangelical Lutheran Church in North America",1916
910,,"Independent churches","Independent churches","Other Groups","Other Groups","Independent churches",1916
911,,"International Apostolic Holiness Church","International Apostolic Holiness Church",,"Holiness","International Apostolic Holiness Church",1916
912,,"Jacobite Church (Assyrian)","Jacobite Church (Assyrian)",,"Orthodox","Jacobite Church (Assyrian)",1916
913,,"Japanese Temples","Buddhists","Other Groups","Buddhist","Japanese Temples",1916
914,,"Jewish congregations","Jewish congregations","Judaism","Jewish","Jewish congregations",1916
915,,"Life and Advent Union","Adventist","Adventist","Adventist","Life and Advent Union",1916
916,,"Lithuanian National Catholic Church","Lithuanian National Catholic Church","Western Liturgical (Catholicism)","Other Groups","Lithuanian National Catholic Church",1916
917,,"Lutheran Free Church (Norwegian)","Lutheran","Lutheran","Lutheran","Lutheran Free Church (Norwegian)",1916
918,,"Lutheran Synod of Buffalo","Lutheran","Lutheran","Lutheran","Lutheran Synod of Buffalo",1916
919,,"Mennonite Brethren in Christ","Mennonite","Holiness","Mennonite","Mennonite Brethren in Christ",1916
920,,"Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Mennonite Church",1916
921,,"Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","Methodist Episcopal Church",1916
922,,"Methodist Episcopal Church, South","Methodist","Methodist/Pietist","Methodist","Methodist Episcopal Church, South",1916
923,,"Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist","Methodist Protestant Church",1916
924,,"Missionary Church Association","Evangelistic associations","Holiness","Holiness","Missionary Church Association",1916
925,,"Moravian Church (Unitas Fratrum)","Moravian","Methodist/Pietist","Moravian","Moravian Church (Unitas Fratrum)",1916
926,,"National Baptist Convention","Baptist","Baptist","Baptist","National Baptist Convention",1916
927,,"New Apostolic Church","New Apostolic Church",,"Restorationist","New Apostolic Church",1916
928,,"Northern Baptist Convention","Baptist","Baptist","Baptist","Northern Baptist Convention",1916
929,,"Norwegian-Danish Free Church","Scandinavian Evangelical","Methodist/Pietist","Pietist","Norwegian-Danish Free Church",1916
930,,"Old Order German Baptist Brethren","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists","Old Order German Baptist Brethren",1916
931,,"Old Roman Catholic Church","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic","Old Roman Catholic Church",1916
932,,"Pentecostal Church of the Nazarene","Pentecostal Church of the Nazarene","Pentecostal","Pentecostal","Pentecostal Church of the Nazarene",1916
933,,"Pentecostal Holiness Church","Pentecostal Holiness Church","Pentecostal","Pentecostal","Pentecostal Holiness Church",1916
934,,"Pillar of Fire","Evangelistic associations","Holiness","Holiness","Pillar of Fire",1916
935,,"Polish National Catholic Church of America","Polish National Catholic Church of Amerca","Western Liturgical (Catholicism)","Other Groups","Polish National Catholic Church of America",1916
936,,"Presbyterian Church in the United States","Presbyterian","Reformed/Presbyterian","Presbyterian","Presbyterian Church in the United States",1916
937,,"Presbyterian Church in the United States of America","Presbyterian","Reformed/Presbyterian","Presbyterian","Presbyterian Church in the United States of America",1916
938,,"Primitive Baptists","Baptist","Baptist","Baptist","Primitive Baptists",1916
939,,"Primitive Methodist Church in the United States of America","Methodist","Methodist/Pietist","Methodist","Primitive Methodist Church in the United States of America",1916
940,,"Progressive Spiritual Church","Spiritualists","Spiritualist","Spiritualist","Progressive Spiritual Church",1916
941,,"Protestant Episcopal Church","Protestant Episcopal Church","Anglicanism","Episcopalian","Protestant Episcopal Church",1916
942,,"Reformed Church in America","Reformed ","Reformed/Presbyterian","Reformed","Reformed Church in America",1916
943,,"Reformed Church in the United States","Reformed ","Reformed/Presbyterian","Reformed","Reformed Church in the United States",1916
944,,"Reformed Episcopal Church","Reformed Episcopal Church","Anglicanism","Episcopalian","Reformed Episcopal Church",1916
945,,"Reformed Methodist Union Episcopal Church","Methodist","Methodist/Pietist","Methodist","Reformed Methodist Union Episcopal Church",1916
946,,"Reformed Presbyterian Church in North America, General Synod","Presbyterian","Reformed/Presbyterian","Presbyterian","Reformed Presbyterian Church in North America, General Synod",1916
947,,"Reformed Zion Union Apostolic Church","Methodist","Methodist/Pietist","Methodist","Reformed Zion Union Apostolic Church",1916
948,,"Religious Society of Friends (Hicksite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends","Religious Society of Friends (Hicksite)",1916
949,,"Orthodox Conservative Friends (Wilburite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends","Orthodox Conservative Friends (Wilburite)",1916
950,,"Reorganized Church of Jesus Christ of Latter Day Saints","Latter Day Saints","Latter-day Saints (Mormonism)","Latter Day Saints","Reorganized Church of Jesus Christ of Latter Day Saints",1916
951,,"Roman Catholic Church","Roman Catholic Church","Western Liturgical (Catholicism)","Catholic","Roman Catholic Church",1916
952,,"Rumanian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Rumanian Orthodox Church",1916
953,,"Russian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Russian Orthodox Church",1916
954,,"Salvation Army","Salvation Army","Holiness","Holiness","Salvation Army",1916
955,,"Schwenkfelders","Schwenkfelders","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Other Groups","Schwenkfelders",1916
956,,"Serbian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Serbian Orthodox Church",1916
957,,"Seventh-day Adventist","Adventist","Adventist","Adventist","Seventh-day Adventist",1916
958,,"Seventh Day Baptists","Baptist","Baptist","Baptist","Seventh Day Baptists",1916
959,,"Society for Ethical Culture","Society for Ethical Culture","Liberal ","Other Groups","Society for Ethical Culture",1916
960,,"Society of Friends (Orthodox)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends","Society of Friends (Orthodox)",1916
961,,"Southern Baptist Convention","Baptist","Baptist","Baptist","Southern Baptist Convention",1916
962,,"Spiritualists (National Spirtualists' Association)","Spiritualists","Spiritualist","Spiritualist","Spiritualists (National Spirtualists' Association)",1916
963,,"Swedish Evangelical Free Church","Scandinavian Evangelical","Methodist/Pietist","Pietist","Swedish Evangelical Free Church",1916
964,,"Swedish Evangelical Mission Covenant of America","Scandinavian Evangelical","Methodist/Pietist","Pietist","Swedish Evangelical Mission Covenant of America",1916
965,,"Synod for the Norwegian Evangelical Lutheran Church of America","Lutheran (Norwegian Lutheran Church of America)","Lutheran","Lutheran","Synod for the Norwegian Evangelical Lutheran Church of America",1916
966,,"Synod of the Reformed Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian","Synod of the Reformed Presbyterian Church of North America",1916
967,,"Syrian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Syrian Orthodox Church",1916
968,,"Temple Society in the United States (Friends of the Temple)","Temple Society in the United States (Friends of the Temple)","Communal","Other Groups","Temple Society in the United States (Friends of the Temple)",1916
969,,"The Brethren Church (Progressive Dunkers)","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptist","The Brethren Church (Progressive Dunkers)",1916
970,,"Theosophical Society, American Section","Theosophical societies","Other Groups","Theosophical","Theosophical Society, American Section",1916
971,,"Union American Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","Union American Methodist Episcopal Church",1916
972,,"Unitarians","Unitarians","Liberal ","Other Groups","Unitarians",1916
973,,"United Danish Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran","United Danish Evangelical Lutheran Church in America",1916
974,,"United Evangelical Church","United Evangelical Church",,"Methodist","United Evangelical Church",1916
975,,"United Norwegian Lutheran Church in America","Lutheran (Norwegian Lutheran Church of America)","Lutheran","Lutheran","United Norwegian Lutheran Church in America",1916
976,,"United Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian","United Presbyterian Church of North America",1916
977,,"United Synod of the Evangelical Lutheran Church in the South","Lutheran","Lutheran","Lutheran","United Synod of the Evangelical Lutheran Church in the South",1916
978,,"Universalists","Universalists","Liberal ","Other Groups","Universalists",1916
979,,"Volunteers of America","Volunteers of America","Holiness","Other Groups","Volunteers of America",1916
980,,"Welsh Calvinistic Methodist Church","Presbyterian","Reformed/Presbyterian","Presbyterian","Welsh Calvinistic Methodist Church",1916
981,,"Wesleyan Methodist Connection of America","Methodist","Methodist/Pietist","Methodist","Wesleyan Methodist Connection of America",1916
982,,"Church of God (Adventist)","Adventist","Adventist","Adventist","Church of God (Adventist)",1916
983,,"General Six Principle Baptists","Baptist","Baptist","Baptist","General Six Principle Baptists",1916
984,,"Separate Baptists","Baptist","Baptist","Baptist","Separate Baptists",1916
985,,"Regular Baptists","Baptist","Baptist","Baptist","Regular Baptists",1916
986,,"United Baptists","Baptist","Baptist","Baptist","United Baptists",1916
987,,"Duck River and Kindred Associations of Baptists (Baptist Church of Christ)","Baptist","Baptist","Baptist","Duck River and Kindred Associations of Baptists (Baptist Church of Christ)",1916
988,,"Two-Seed-in-the-Spirit Predestinarian Baptists","Baptist","Baptist","Baptist","Two-Seed-in-the-Spirit Predestinarian Baptists",1916
989,,"German Seventh Day Baptists","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptist","German Seventh Day Baptists",1916
990,,"Church of God (New Dunkers)","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptist","Church of God (New Dunkers)",1916
991,,"Old Order or Yorker Brethren","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","Old Order or Yorker Brethren",1916
992,,"United Zion's Children","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","United Zion's Children",1916
993,,"Chinese temples","Buddhists","Other Groups","Buddhist","Chinese temples",1916
994,,"Church of the Living God, General Assembly","Churches of the Living God",,"Pentecostal","Church of the Living God, General Assembly",1916
995,,"General Church of the New Jerusalem","Churches of the New Jerusalem","Spiritualist","Swedenborgian","General Church of the New Jerusalem",1916
996,,"Amana Society","Communistic societies","Communal","Communitarian Societies","Amana Society",1916
997,,"United Society of Believers (Shakers)","Communistic societies","Communal","Communitarian Societies","United Society of Believers (Shakers)",1916
998,,"Apostolic Church","Evangelistic associations",,"Restorationist","Apostolic Church",1916
999,,"Christian Congregation","Evangelistic associations","Congregationalists (UCC)","Restorationist","Christian Congregation",1916
1000,,"Church of Daniel's Band","Evangelistic associations","Methodist/Pietist","Holiness","Church of Daniel's Band",1916
1001,,"Church of God as Organized by Christ","Evangelistic associations","Other Groups","Other Groups","Church of God as Organized by Christ",1916
1002,,"Church Transcendent","Evangelistic associations",,"Other Groups","Church Transcendent",1916
1003,,"Hephzibah Faith Missionary Association","Evangelistic associations","Other Groups","Holiness","Hephzibah Faith Missionary Association",1916
1004,,"Lumber River Mission","Evangelistic associations","Holiness","Holiness","Lumber River Mission",1916
1005,,"Metropolitan Church Association","Evangelistic associations","Holiness","Holiness","Metropolitan Church Association",1916
1006,,"Peniel Missions","Evangelistic associations","Holiness","Holiness","Peniel Missions",1916
1007,,"Pentecost Bands of the World","Evangelistic associations","Methodist/Pietist","Holiness","Pentecost Bands of the World",1916
1008,,"Voluntary Missionary Society in America","Evangelistic associations",,"Other Groups","Voluntary Missionary Society in America",1916
1009,,"Free Christian Zion Church of Christ","Free Christian Zion Church of Christ","Methodist/Pietist","Holiness","Free Christian Zion Church of Christ",1916
1010,,"Friends (Primitive)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends","Friends (Primitive)",1916
1011,,"Holiness Church","Holiness Church","Holiness","Holiness","Holiness Church",1916
1012,,"Evangelical Lutheran Church in America, Eielsen's Synod","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Church in America, Eielsen's Synod",1916
1013,,"Icelandic Evangelical Lutheran Synod in North America","Lutheran","Lutheran","Lutheran","Icelandic Evangelical Lutheran Synod in North America",1916
1014,,"Church of the Lutheran Brethren of America (Norwegian)","Lutheran","Lutheran","Lutheran","Church of the Lutheran Brethren of America (Norwegian)",1916
1015,,"Hutterian Brethren","Mennonite","Communal","Mennonite","Hutterian Brethren",1916
1016,,"Conservative Amish Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Conservative Amish Mennonite Church",1916
1017,,"Old Order Amish Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Old Order Amish Mennonite Church",1916
1018,,"Church of God in Christ (Mennonite)","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Church of God in Christ (Mennonite)",1916
1019,,"Old Order Mennonite Church (Wisler)","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Old Order Mennonite Church (Wisler)",1916
1020,,"Reformed Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Reformed Mennonite Church",1916
1021,,"Defenseless Mennonites","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Defenseless Mennonites",1916
1022,,"Mennonite Brethren Church of North America","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Mennonite Brethren Church of North America",1916
1023,,"Krimmer Brueder-Gemeinde","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Krimmer Brueder-Gemeinde",1916
1024,,"Kleine Gemeinde","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Kleine Gemeinde",1916
1025,,"Central Conference of Mennonites","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Central Conference of Mennonites",1916
1026,,"Conference of the Defenseless Mennonites of North America","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Conference of the Defenseless Mennonites of North America",1916
1027,,"Stauffer Mennonites","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Stauffer Mennonites",1916
1028,,"Congregational Methodist Church","Methodist","Methodist/Pietist","Methodist","Congregational Methodist Church",1916
1029,,"New Congregational Methodist Church","Methodist","Methodist/Pietist","Methodist","New Congregational Methodist Church",1916
1030,,"Evangelical Union of Bohemian and Moravian Brethren in North America","Moravian","Methodist/Pietist","Moravian","Evangelical Union of Bohemian and Moravian Brethren in North America",1916
1031,,"Independent Bohemian and Moravian Brethren Churches","Moravian","Methodist/Pietist","Moravian","Independent Bohemian and Moravian Brethren Churches",1916
1032,,"Nonsectarian Churches of Bible Faith","Nonsectarian Churches of Bible Faith","Other Groups","Restorationist","Nonsectarian Churches of Bible Faith",1916
1033,,"Associate Synod of North America (Associate Presbyterian Church)","Presbyterian","Reformed/Presbyterian","Presbyterian","Associate Synod of North America (Associate Presbyterian Church)",1916
1034,,"Social Brethren","Social Brethren","Other Groups","Other Groups","Social Brethren",1916
1035,,"Theosophical Society","Theosophical societies","Other Groups","Theosophical societies","Theosophical Society",1916
1036,,"Theosophical Society, New York","Theosophical societies","Other Groups","Theosophical societies","Theosophical Society, New York",1916
1037,,"Universal Brotherhood and Theosophical Society","Theosophical societies","Other Groups","Theosophical societies","Universal Brotherhood and Theosophical Society",1916
1038,,"Church of the United Brethren in Christ (Old Constitution)","United Brethren","Methodist/Pietist","United Brethren","Church of the United Brethren in Christ (Old Constitution)",1916
1039,,"Vedanta Society","Vedanta Society","Other Groups","Other Groups","Vedanta Society",1916
1069,,"Advent Christian Church","Adventist","Adventist","Adventist","Advent Christian Church",1906
1070,,"African Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","African Methodist Episcopal Church",1906
1071,,"African Methodist Episcopal Zion Church","Methodist","Methodist/Pietist","Methodist","African Methodist Episcopal Zion Church",1906
1072,,"African Union Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist","African Union Methodist Protestant Church",1906
1073,,"American Salvation Army","Salvationists","Holiness","Holiness","American Salvation Army",1906
1074,,"Apostolic Faith Movement","Evangelistic associations","Pentecostal","Pentecostal","Apostolic Faith Movement",1906
1075,,"Armenian Church","Armenian Church","Eastern Liturgical Family (Orthodox)","Orthodox","Armenian Church",1906
1076,,"Northern Baptist Convention","Baptists","Baptist","Baptist","Northern Baptist Convention",1906
1077,,"National Baptist Convention (Colored)","Baptists","Baptist","Baptist","National Baptist Convention (Colored)",1906
1078,,"Southern Baptist Convention","Baptists","Baptist","Baptist","Southern Baptist Convention",1906
1079,,"Brethren (Plymouth) - I ","Brethren (Plymouth)","Independent Fundamentalist","Plymouth Brethren","Brethren (Plymouth) - I ",1906
1080,,"Brethren (Plymouth) - II","Brethren (Plymouth)","Independent Fundamentalist","Plymouth Brethren","Brethren (Plymouth) - II",1906
1081,,"Brethren (Plymouth) - III","Brethren (Plymouth)","Independent Fundamentalist","Plymouth Brethren","Brethren (Plymouth) - III",1906
1082,,"Brethren (Plymouth) - IV","Brethren (Plymouth)","Independent Fundamentalist","Plymouth Brethren","Brethren (Plymouth) - IV",1906
1083,,"Catholic Apostolic Church","Catholic Apostolic Churches","Other groups","Catholic","Catholic Apostolic Church",1906
1084,,"Christian Catholic Church in Zion","Christian Catholic Church in Zion","Other groups","Restorationist","Christian Catholic Church in Zion",1906
